"concept_id","concept_name","concept_code","vocabulary_id"
21047742,"1 ML Dexamethasone 0.6 MG/ML Oral Solution","OMOP291548","RxNorm Extension"
21057546,"1 ML Dexamethasone 0.6 MG/ML Oral Suspension","OMOP291551","RxNorm Extension"
21126127,"1 ML Dexamethasone 0.8 MG/ML Oral Solution","OMOP291569","RxNorm Extension"
21047744,"1 ML Dexamethasone 0.8 MG/ML Oral Suspension","OMOP291572","RxNorm Extension"
21155810,"1 ML Dexamethasone 1 MG/ML Oral Solution","OMOP291522","RxNorm Extension"
21106626,"1 ML Dexamethasone 1 MG/ML Oral Suspension","OMOP291524","RxNorm Extension"
21145863,"1 ML Dexamethasone 1.2 MG/ML Oral Solution","OMOP291553","RxNorm Extension"
21145864,"1 ML Dexamethasone 1.2 MG/ML Oral Suspension","OMOP291555","RxNorm Extension"
21077276,"1 ML Dexamethasone 1.6 MG/ML Oral Solution","OMOP291596","RxNorm Extension"
21077277,"1 ML Dexamethasone 1.6 MG/ML Oral Suspension","OMOP291598","RxNorm Extension"
41329624,"1 ML Dexamethasone 10 MG/ML Injectable Solution","OMOP2527586","RxNorm Extension"
41333647,"1 ML Dexamethasone 10 MG/ML Injectable Solution Box of 1","OMOP2531609","RxNorm Extension"
41328918,"1 ML Dexamethasone 10 MG/ML Injectable Solution Box of 10","OMOP2526880","RxNorm Extension"
41327908,"1 ML Dexamethasone 10 MG/ML Injectable Solution [Dexa Allvoran]","OMOP2525870","RxNorm Extension"
41329217,"1 ML Dexamethasone 10 MG/ML Injectable Solution [Dexa Allvoran] Box of 10","OMOP2527179","RxNorm Extension"
41337900,"1 ML Dexamethasone 10 MG/ML Injectable Solution [Fortecortin]","OMOP2535862","RxNorm Extension"
41337255,"1 ML Dexamethasone 10 MG/ML Injectable Solution [Fortecortin] Box of 1","OMOP2535217","RxNorm Extension"
41336816,"1 ML Dexamethasone 10 MG/ML Injectable Solution [Fortecortin] Box of 1 by Mylan","OMOP2534778","RxNorm Extension"
41334319,"1 ML Dexamethasone 2 MG/ML Injectable Solution","OMOP2532281","RxNorm Extension"
41337635,"1 ML Dexamethasone 2 MG/ML Injectable Solution Box of 1","OMOP2535597","RxNorm Extension"
41331584,"1 ML Dexamethasone 2 MG/ML Injectable Solution Box of 15","OMOP2529546","RxNorm Extension"
41334982,"1 ML Dexamethasone 2 MG/ML Injectable Solution Box of 3","OMOP2532944","RxNorm Extension"
41335271,"1 ML Dexamethasone 2 MG/ML Injectable Solution [Auxiloson]","OMOP2533233","RxNorm Extension"
41329908,"1 ML Dexamethasone 2 MG/ML Injectable Solution [Auxiloson] Box of 1","OMOP2527870","RxNorm Extension"
41333944,"1 ML Dexamethasone 2 MG/ML Injectable Solution [Auxiloson] Box of 15","OMOP2531906","RxNorm Extension"
41329222,"1 ML Dexamethasone 2 MG/ML Injectable Solution [Auxiloson] Box of 3","OMOP2527184","RxNorm Extension"
21175332,"1 ML Dexamethasone 2 MG/ML Oral Solution","OMOP291528","RxNorm Extension"
21165614,"1 ML Dexamethasone 2 MG/ML Oral Suspension","OMOP291530","RxNorm Extension"
41328280,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution","OMOP2526242","RxNorm Extension"
41331582,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution Box of 10","OMOP2529544","RxNorm Extension"
41336345,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution Box of 150","OMOP2534307","RxNorm Extension"
41331581,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution Box of 1500","OMOP2529543","RxNorm Extension"
41331583,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution Box of 5","OMOP2529545","RxNorm Extension"
41327639,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution Box of 750","OMOP2525601","RxNorm Extension"
35141914,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution [LIMETHASON]","OMOP4799035","RxNorm Extension"
41330550,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution [Lipotalon]","OMOP2528512","RxNorm Extension"
41329221,"1 ML Dexamethasone 2.5 MG/ML Injectable Solution [Lipotalon] Box of 10","OMOP2527183","RxNorm Extension"
